-10  3500   0.229548     0.0627674
 -9  3500   0.24743      0.0478428
 -8  3500   0.263925     0.034103
 -7  3500   0.278911     0.0223511
 -6  3500   0.291974     0.0132304
 -5  3500   0.302294     0.00730391
 -4  3500   0.308672     0.0050172
 -3  3500   0.30971      0.0049967
 -2  3500   0.304135     0.00512765
 -1  3500   0.291196     0.00506378
  0  3500   0.271006     0.0051265
  1  3500   0.244728     0.00539554
  2  3500   0.214508     0.00560874
  3  3500   0.183144     0.0055151
  4  3500   0.153573     0.00510555
  5  3500   0.128267     0.00462536
  6  3500   0.108747     0.00439124
  7  3500   0.095307     0.00446279
  8  3500   0.0870509    0.004641
  9  3500   0.0822134    0.00486865
 10  3500   0.0786736    0.00536193
 11  3500   0.0745138    0.00622478
 12  3500   0.0684753    0.00712748
 13  3500   0.0601988    0.00755131
 14  3500   0.0502105    0.00716698
 15  3500   0.0396826    0.00608268
 16  3500   0.0300597    0.00498828
 17  3500   0.02266      0.00475272
 18  3500   0.0183584    0.00505947
 19  3500   0.0174142    0.0051975
 20  3500   0.0194669    0.00694402
 21  3500   0.023671     0.0131035
 22  3500   0.0289165    0.0233865
 23  3500   0.0340706    0.0367783
 24  3500   0.0381826    0.0522209
 25  3500   0.0406157    0.0685578
 26  3500   0.041095     0.0846461
 27  3500   0.0396789    0.0995042
 28  3500   0.036679     0.112424
 29  3500   0.032555     0.123024
 30  3500   0.027812     0.131235
 31  3500   0.0229171    0.137242
 32  3500   0.018245     0.141387
 33  3500   0.0140543    0.144085
 34  3500   0.0104875    0.14574
 35  3500   0.00758875   0.146696
 36  3500   0.00532921   0.147216
 37  3500   0.0036346    0.147482
 38  3500   0.00240886   0.14761
 39  3500   0.00155219   0.147669
 40  3500   0.000972854  0.147694
 41  3500   0.000593302  0.147704
 42  3500   0.000352183  0.147708
 43  3500   0.000203536  0.14771
 44  3500   0.000114551  0.14771
 45  3500   6.27954e-05  0.14771
 46  3500   3.35355e-05  0.14771
 47  3500   1.74501e-05  0.14771
 48  3500   8.84843e-06  0.14771
 49  3500   4.3728e-06   0.14771
 50  3500   2.10633e-06  0.14771
-10  3510   0.260705     0.0754842
 -9  3510   0.284854     0.0552295
 -8  3510   0.301376     0.0361323
 -7  3510   0.311008     0.0201996
 -6  3510   0.315733     0.0087917
 -5  3510   0.317887     0.00226655
 -4  3510   0.319039     0.00076033
 -3  3510   0.319139     0.000789336
 -2  3510   0.316383     0.000743841
 -1  3510   0.307952     0.000978435
  0  3510   0.29138      0.000719734
  1  3510   0.265959     0.000917462
  2  3510   0.233497     0.00154592
  3  3510   0.198016     0.00163869
  4  3510   0.164459     0.00113854
  5  3510   0.136948     0.000612111
  6  3510   0.117386     0.000586413
  7  3510   0.104999     0.000569742
  8  3510   0.0969959    0.000824243
  9  3510   0.089972     0.000965674
 10  3510   0.0813837    0.000675448
 11  3510   0.0704444    0.00233276
 12  3510   0.0581233    0.0050026
 13  3510   0.0463745    0.0072016
 14  3510   0.0370507    0.00770631
 15  3510   0.0310304    0.00591236
 16  3510   0.0279058    0.00229199
 17  3510   0.0262755    0.00187777
 18  3510   0.0244161    0.00399126
 19  3510   0.0209883    0.00218991
 20  3510   0.0154867    0.0052485
 21  3510   0.00830633   0.0182121
 22  3510   0.000476824  0.0359139
 23  3510  -0.00676795   0.0564285
 24  3510  -0.0123982    0.0774691
 25  3510  -0.0158427    0.0969403
 26  3510  -0.0170469    0.113357
 27  3510  -0.0163714    0.126027
 28  3510  -0.0144069    0.134989
 29  3510  -0.0117856    0.140799
 30  3510  -0.00904254   0.144246
 31  3510  -0.00654561   0.146115
 32  3510  -0.00448894   0.147041
 33  3510  -0.00292549   0.14746
 34  3510  -0.00181601   0.147633
 35  3510  -0.00107569   0.147699
 36  3510  -0.00060885   0.147721
 37  3510  -0.000329676  0.147728
 38  3510  -0.000170929  0.14773
 39  3510  -8.49222e-05  0.147731
 40  3510  -4.04554e-05  0.147731
 41  3510  -1.84888e-05  0.147731
 42  3510  -8.10969e-06  0.147731
 43  3510  -3.41528e-06  0.147731
 44  3510  -1.38137e-06  0.147731
 45  3510  -5.36752e-07  0.147731
 46  3510  -2.00408e-07  0.147731
 47  3510  -7.19155e-08  0.147731
 48  3510  -2.48067e-08  0.147731
 49  3510  -8.22659e-09  0.147731
 50  3510  -2.6232e-09   0.147731
-10  3520   0.269956     0.0758833
 -9  3520   0.290919     0.0547285
 -8  3520   0.305179     0.0353246
 -7  3520   0.314027     0.0195238
 -6  3520   0.319584     0.00844872
 -5  3520   0.323864     0.00224992
 -4  3520   0.327785     0.000843474
 -3  3520   0.330567     0.000881017
 -2  3520   0.329847     0.000847311
 -1  3520   0.322569     0.00100791
  0  3520   0.306335     0.000824984
  1  3520   0.280665     0.00098582
  2  3520   0.247575     0.00148119
  3  3520   0.211169     0.00155463
  4  3520   0.176363     0.00114461
  5  3520   0.147256     0.000726045
  6  3520   0.125837     0.000674677
  7  3520   0.111569     0.000684947
  8  3520   0.101963     0.000882499
  9  3520   0.093843     0.00098315
 10  3520   0.0847103    0.000809419
 11  3520   0.0736172    0.00219784
 12  3520   0.0612562    0.00456097
 13  3520   0.0493316    0.00654615
 14  3520   0.0395904    0.00703247
 15  3520   0.032979     0.00543887
 16  3520   0.0292663    0.00216489
 17  3520   0.0272224    0.00180361
 18  3520   0.0251899    0.00378626
 19  3520   0.0217553    0.0021362
 20  3520   0.0162393    0.00509621
 21  3520   0.00884973   0.0178181
 22  3520   0.000502526  0.0355845
 23  3520  -0.00756078   0.0566556
 24  3520  -0.0141881    0.0788198
 25  3520  -0.0186207    0.0999132
 26  3520  -0.0206185    0.118263
 27  3520  -0.0204128    0.13293
 28  3520  -0.0185494    0.143725
 29  3520  -0.0156959    0.151041
 30  3520  -0.0124777    0.155603
 31  3520  -0.00937445   0.158217
 32  3520  -0.00668417   0.159593
 33  3520  -0.00453712   0.160257
 34  3520  -0.00293875   0.160551
 35  3520  -0.00181965   0.160671
 36  3520  -0.00107866   0.160716
 37  3520  -0.000612854  0.160731
 38  3520  -0.000334055  0.160736
 39  3520  -0.000174827  0.160737
 40  3520  -8.79038e-05  0.160738
 41  3520  -4.2487e-05   0.160738
 42  3520  -1.97493e-05  0.160738
 43  3520  -8.83211e-06  0.160738
 44  3520  -3.80137e-06  0.160738
 45  3520  -1.57508e-06  0.160738
 46  3520  -6.28438e-07  0.160738
 47  3520  -2.41496e-07  0.160738
 48  3520  -8.93981e-08  0.160738
 49  3520  -3.18851e-08  0.160738
 50  3520  -1.09585e-08  0.160738
-10  3530   0.270281     0.0736402
 -9  3530   0.289806     0.0527869
 -8  3530   0.303728     0.0339563
 -7  3530   0.31352      0.0188142
 -6  3530   0.321167     0.00830007
 -5  3530   0.328262     0.00249052
 -4  3530   0.335163     0.00114238
 -3  3530   0.34057      0.00120431
 -2  3530   0.341795     0.0011879
 -1  3530   0.335697     0.00125557
  0  3530   0.319984     0.00116615
  1  3530   0.294336     0.00130711
  2  3530   0.260874     0.00165887
  3  3530   0.223704     0.00171437
  4  3530   0.187698     0.00139964
  5  3530   0.156963     0.00105713
  6  3530   0.133642     0.00096002
  7  3530   0.117484     0.00100733
  8  3530   0.106338     0.00116872
  9  3530   0.0972719    0.00122093
 10  3530   0.0878232    0.00118801
 11  3530   0.0768552    0.00234313
 12  3530   0.0647285    0.00439919
 13  3530   0.0528213    0.00614262
 14  3530   0.0426992    0.00654432
 15  3530   0.0353395    0.00507841
 16  3530   0.030725     0.00215264
 17  3530   0.0279164    0.00184184
 18  3530   0.0254982    0.00360553
 19  3530   0.0221566    0.00216858
 20  3530   0.017144     0.00491528
 21  3530   0.0104729    0.0169737
